    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
     910   9.100E+03     0.0060   1.000E+01   0.0000   0.0028   1.210E-16   1.65629952E-16   4.72025472E-31   2.92902416E+02
     920   9.200E+03     0.0037   1.000E+01   0.0000   0.0028   1.827E-16   9.29161262E-17   6.33887345E-31   2.92901348E+02
     930   9.300E+03     0.0037   1.000E+01   0.0000   0.0028   1.897E-16  -2.26706674E-16   7.50516614E-31   2.92900281E+02
     940   9.400E+03     0.0037   1.000E+01   0.0000   0.0028   1.144E-16   1.74881810E-16   3.69793240E-31   2.92899214E+02
     950   9.500E+03     0.0037   1.000E+01   0.0000   0.0028   1.007E-16   1.60461922E-17   3.80163943E-31   2.92898147E+02
     960   9.600E+03     0.0037   1.000E+01   0.0000   0.0028   2.046E-16  -2.27212635E-16   6.91836688E-31   2.92897080E+02
     970   9.700E+03     0.0037   1.000E+01   0.0000   0.0028   1.563E-16  -1.58293517E-16   4.46966545E-31   2.92896013E+02
     980   9.800E+03     0.0037   1.000E+01   0.0000   0.0028   9.839E-17   1.01228343E-16   3.91752562E-31   2.92894947E+02
     990   9.900E+03     0.0039   1.000E+01   0.0000   0.0028   1.896E-16   3.15466692E-16   7.49414805E-31   2.92893880E+02
    1000   1.000E+04     0.0047   1.000E+01   0.0000   0.0028   1.426E-16  -1.00722382E-16   5.56590264E-31   2.92892813E+02
    1010   1.010E+04     0.0037   1.000E+01   0.0000   0.0028   1.571E-16  -2.53956289E-16   5.20389385E-31   2.92891747E+02
    1020   1.020E+04     0.0037   1.000E+01   0.0000   0.0029   1.904E-16   2.09576280E-16   5.99318533E-31   2.92890681E+02
    1030   1.030E+04     0.0037   1.000E+01   0.0000   0.0029   1.325E-16   2.30718222E-16   6.51042646E-31   2.92889615E+02
    1040   1.040E+04     0.0037   1.000E+01   0.0000   0.0029   2.172E-16  -6.11128625E-17   6.22108787E-31   2.92888548E+02
